artificiel	adj	artificiel (adj) ||| artificial
non-responsabilité	noun	non-responsabilité (noun) ||| non-liability
fêtard	noun	fêtard (noun) ||| reveller
renfoncement	noun	renfoncement (noun) ||| recess
organisateur	noun	organisateur (noun) ||| organiser
morose	adj	morose (adj) ||| gloomy
couchette	noun	couchette (noun) ||| couchette
imprescriptible	adj	imprescriptible (adj) ||| inalienable
performant	adj	performant (adj) ||| efficient
esquisser	verb	esquisser (verb) ||| to outline
immaculé	adj	immaculé (adj) ||| immaculate
babil	noun	babil (noun) ||| prattle
porter	verb	porter (verb) ||| to wear
entreprise	noun	entreprise (noun) ||| company
froussard	noun	froussard (noun) ||| scaredy-cat
antifasciste	noun	antifasciste (noun) ||| anti-fascists
Cachemire	noun	Cachemire (noun) ||| paisley
moldave	adj	moldave (adj) ||| Moldovan
équivoque	noun	équivoque (noun) ||| ambiguity
eye-liner	noun	eye-liner (noun) ||| eyeliner
insistant	adj	insistant (adj) ||| insistent
hurluberlu	noun	hurluberlu (noun) ||| crank
papillote	noun	papillote (noun) ||| wrapper
couardise	noun	couardise (noun) ||| recreance
aminotransférase	noun	aminotransférase (noun) ||| aminotransferase
drogué	noun	drogué (noun) ||| addict
plaqué	adj	plaqué (adj) ||| plated
forage	noun	forage (noun) ||| drilling
cage	noun	cage (noun) ||| kennel
extra-scolaire	adj	extra-scolaire (adj) ||| out of school
neutre	noun	neutre (noun) ||| neutral
herboristerie	noun	herboristerie (noun) ||| herbal medicine
répertorier	verb	répertorier (verb) ||| to list
proportionnel	adj	proportionnel (adj) ||| proportionate
chiromancie	noun	chiromancie (noun) ||| chiromancy
éditeur	noun	éditeur (noun) ||| publisher
taxer	verb	taxer (verb) ||| to tax
médaille	noun	médaille (noun) ||| medal
déménager	verb	déménager (verb) ||| to move
suite	noun	suite (noun) ||| suite
breuvage	noun	breuvage (noun) ||| potion
généralité	noun	généralité (noun) ||| general
afflux	noun	afflux (noun) ||| influx
géothermique	adj	géothermique (adj) ||| geothermal
ladre	adj	ladre (adj) ||| tightfisted
direct	adj	direct (adj) ||| direct
concerter	verb	se concerter (verb) ||| to liaise
défaut	noun	défaut (noun) ||| default
jauger	verb	jauger (verb) ||| to calibrate
piailler	verb	piailler (verb) ||| to chirrup
éclair	noun	éclair (noun) ||| flash
intransigeant	adj	intransigeant (adj) ||| uncompromising
déco	noun	déco (noun) ||| decor
je-sais-tout	noun	je-sais-tout (noun) ||| smartie
contraire	adj	contraire (adj) ||| contrary
bananier	noun	bananier (noun) ||| banana tree
porte	noun	porte (noun) ||| door
dilatation	noun	dilatation (noun) ||| dilatation
tonus	noun	tonus (noun) ||| tone
exalter	adj	exalter (adj) ||| elated
intangibilité	noun	intangibilité (noun) ||| inviolability
facilitation	noun	facilitation (noun) ||| facilitation
SOC	noun	SOC (noun) ||| plowshare
abondant	adj	abondant (adj) ||| abundant
immense	adj	immense (adj) ||| huge
enlever	verb	enlever (verb) ||| to remove
s'immerger	verb	s'immerger (verb) ||| to immerse
abolition	noun	abolition (noun) ||| abolition
griffonner	verb	griffonner (verb) ||| to scribble
externe	adj	externe (adj) ||| external
concession	noun	concession (noun) ||| lease
calculette	noun	calculette (noun) ||| pocket calculator
s'apaiser	verb	s'apaiser (verb) ||| to calm down
observateur	noun	observateur (noun) ||| viewer
prostitution	noun	prostitution (noun) ||| prostitution
privation	noun	privation (noun) ||| privation
ablation	noun	ablation (noun) ||| removal
face	noun	face (noun) ||| side
bassin	noun	bassin (noun) ||| pool
multiracial	adj	multiracial (adj) ||| multi-racial
faux-fuyant	noun	faux-fuyant (noun) ||| obfuscation
chéquier	noun	chéquier (noun) ||| checkbook
mutation	noun	mutation (noun) ||| mutation
bougainvillée	noun	bougainvillée (noun) ||| bougainvillea
retardataire	noun	retardataire (noun) ||| latecomer
délice	noun	délice (noun) ||| delicacy
affreux	adj	affreux (adj) ||| terrible
Commissariat	noun	Commissariat (noun) ||| office
barboter	verb	barboter (verb) ||| to paddle
conserverie	noun	conserverie (noun) ||| cannery
défunt	adj	défunt (adj) ||| deceased
éplucheur	noun	éplucheur (noun) ||| potato peeler
s'affaiblir	verb	s'affaiblir (verb) ||| to weaken
non-paiement	noun	non-paiement (noun) ||| non-payment
écho	noun	écho (noun) ||| resonance
vice-ministre	noun	vice-ministre (noun) ||| vice minister
poignard	noun	poignard (noun) ||| dagger
atténuer	verb	atténuer (verb) ||| to reduce
ornemental	adj	ornemental (adj) ||| ornamental
sublime	adj	sublime (adj) ||| sublime
criminalité	noun	criminalité (noun) ||| criminality
morale	noun	morale (noun) ||| morality
déconseiller	verb	déconseiller (verb) ||| to discourage
ancien	adj	ancien (adj) ||| old
incroyante	noun	incroyante (noun) ||| non-believer
patronage	noun	patronage (noun) ||| auspice
superposition	noun	superposition (noun) ||| superposition
inclus	adj	inclus (adj) ||| impacted
féminisme	noun	féminisme (noun) ||| feminism
parents-enfants	noun	parents-enfants (noun) ||| parent child
classer	verb	classer (verb) ||| to rank
faribole	noun	faribole (noun) ||| twaddle
multi-couche	adj	multi-couche (adj) ||| multilayer
enquiquineuse	noun	enquiquineuse (noun) ||| fussbudget
fouiller	verb	fouiller (verb) ||| to search
décolorer	verb	décolorer (verb) ||| to fade
impudence	noun	impudence (noun) ||| impudence
coriandre	noun	coriandre (noun) ||| cilantro
mulet	noun	mulet (noun) ||| mule
remédier	verb	remédier (verb) ||| to remedy
écouteur	noun	écouteur (noun) ||| headphone
réacheminement	noun	réacheminement (noun) ||| diversion
internationalisation	noun	internationalisation (noun) ||| internationalisation
nu	adj	nu (adj) ||| bare
hydromassage	noun	hydromassage (noun) ||| hydro-massage
obus	noun	obus (noun) ||| shell
éblouir	verb	éblouir (verb) ||| to dazzle
embarcation	noun	embarcation (noun) ||| boat
cartographe	noun	cartographe (noun) ||| cartographer
léger	adj	léger (adj) ||| light
capitulation	noun	capitulation (noun) ||| surrender
habillement	noun	habillement (noun) ||| clothing
relié	adj	relié (adj) ||| bound
envier	verb	envier (verb) ||| to envy
truand	noun	truand (noun) ||| outcast
cocktail	noun	cocktail (noun) ||| cocktail party
couvée	noun	couvée (noun) ||| brood
postérieur	noun	postérieur (noun) ||| buttock
viable	adj	viable (adj) ||| viable
surutilisation	noun	surutilisation (noun) ||| overutilization
coccidiose	noun	coccidiose (noun) ||| coccidia infections
mésaventure	noun	mésaventure (noun) ||| mishap
microcircuit	noun	microcircuit (noun) ||| micro-circuitry
inintelligible	adj	inintelligible (adj) ||| unintelligible
aigu	adj	aigu (adj) ||| sharp
lyophiliser	verb	lyophiliser (verb) ||| to lyophilize
empathie	noun	empathie (noun) ||| empathic solution
brouter	verb	brouter (verb) ||| to graze
hache	noun	hache (noun) ||| hand axe
néant	noun	néant (noun) ||| nothingness
suivi	noun	suivi (noun) ||| monitoring
Buglé	noun	Buglé (noun) ||| flugelhorn
amorphe	adj	amorphe (adj) ||| amorphous
arachnéen	adj	arachnéen (adj) ||| spidery
levain	noun	levain (noun) ||| sourdough
ménager	adj	ménager (adj) ||| domestic
abject	adj	abject (adj) ||| despicable
véhicule	noun	véhicule (noun) ||| vehicle
apercevoir	verb	apercevoir (verb) ||| to see
impiété	noun	impiété (noun) ||| godlessness
cinématique	adj	cinématique (adj) ||| cinematic
païen	noun	païen (noun) ||| pagan
arbalétrier	noun	arbalétrier (noun) ||| rafter
annotation	noun	annotation (noun) ||| annotation
netbook	noun	netbook (noun) ||| netbook
conversation	noun	conversation (noun) ||| talk
éhonté	adj	éhonté (adj) ||| shameless
fugitif	noun	fugitif (noun) ||| fugitive
destiner	verb	se destiner (verb) ||| to destine
acrobatique	adj	acrobatique (adj) ||| aerobatic
bâillonner	verb	bâillonner (verb) ||| to muzzle
dévotion	noun	dévotion (noun) ||| worship
militariser	verb	militariser (verb) ||| to weaponize
mystification	noun	mystification (noun) ||| mystification
sauter	verb	sauter (verb) ||| to jump
peeling	noun	peeling (noun) ||| exfoliation
serbe	noun	serbe (noun) ||| Serbian
contestataire	noun	contestataire (noun) ||| protestor
figurine	noun	figurine (noun) ||| figurine
chanfrein	noun	chanfrein (noun) ||| muzzle
parfumer	verb	parfumer (verb) ||| to perfume
cathéter	noun	cathéter (noun) ||| cannula
quincaillerie	noun	quincaillerie (noun) ||| hardware
stupeur	noun	stupeur (noun) ||| stupor
ressource	noun	ressource (noun) ||| resource
hargne	noun	hargne (noun) ||| spite
clastogène	noun	clastogène (noun) ||| clastogen
plaie	noun	plaie (noun) ||| wound
courrier	adj	courrier (adj) ||| haul
déchiffrement	noun	déchiffrement (noun) ||| decryption
omniprésent	adj	omniprésent (adj) ||| ubiquitous
castillan	noun	castillan (noun) ||| Castilian
cheminement	noun	cheminement (noun) ||| path
recenseur	noun	recenseur (noun) ||| enumerator
cavalerie	noun	cavalerie (noun) ||| calvary
expérience	noun	expérience (noun) ||| experiment
éternel	noun	éternel (noun) ||| lord
allergène	noun	allergène (noun) ||| food allergen
enchanter	verb	enchanter (verb) ||| to enchant
rêver	verb	rêver (verb) ||| to dream about
classique	noun	classique (noun) ||| favorite
blanchissage	noun	blanchissage (noun) ||| laundry
faciliter	verb	faciliter (verb) ||| to help
apologie	noun	apologie (noun) ||| apology
Olympiade	noun	Olympiade (noun) ||| olympics
séquestrer	verb	séquestrer (verb) ||| to sequester
proposer	verb	proposer (verb) ||| to propose
picoter	verb	picoter (verb) ||| to peck
rebuter	verb	rebuter (verb) ||| to sadden
archivage	noun	archivage (noun) ||| archive
insatisfait	adj	insatisfait (adj) ||| dissatisfied
cavalcade	noun	cavalcade (noun) ||| cavalcade
bander	verb	bander (verb) ||| to bandage
ironique	adj	ironique (adj) ||| funny
intersociétés	adj	intersociétés (adj) ||| intercorporate
persévérer	verb	persévérer (verb) ||| to persevere
co-implantation	noun	co-implantation (noun) ||| Co-Location
déterminable	adj	déterminable (adj) ||| determinable
biphényle	noun	biphényle (noun) ||| biphényles
famine	noun	famine (noun) ||| famine
annonciateur	adj	annonciateur (adj) ||| warning
contexte	noun	contexte (noun) ||| context
présomptueux	adj	présomptueux (adj) ||| presumptuous
gravillon	noun	gravillon (noun) ||| gravel
aérosol	noun	aérosol (noun) ||| aerosol
monter	verb	se monter (verb) ||| to total
jambière	noun	jambière (noun) ||| leggings
bouddhiste	noun	bouddhiste (noun) ||| buddhist
décupler	verb	décupler (verb) ||| to increase tenfold
envenimer	verb	envenimer (verb) ||| to poison
oblong	adj	oblong (adj) ||| oblong
cartographe	noun	cartographe (noun) ||| mapmaker
diffamation	noun	diffamation (noun) ||| defamation
plain	noun	plain (noun) ||| plainsong
plaine	noun	plaine (noun) ||| lowland
obstiné	adj	obstiné (adj) ||| obstinate
raccord	noun	raccord (noun) ||| connector
demoiselle	noun	demoiselle (noun) ||| demoiselle
concordance	noun	concordance (noun) ||| crosswalk
sec	adj	sec (adj) ||| dry
ornithologue	noun	ornithologue (noun) ||| ornithologist
abscons	adj	abscons (adj) ||| recondite
jurisprudence	noun	jurisprudence (noun) ||| case law
contacter	verb	contacter (verb) ||| to contact
limier	noun	limier (noun) ||| deerhound
protestataire	noun	protestataire (noun) ||| protestor
fourche	noun	fourche (noun) ||| fork
imprévoyance	noun	imprévoyance (noun) ||| lack of foresight
grassouillet	adj	grassouillet (adj) ||| roly-poly
optimiser	verb	optimiser (verb) ||| to maximize
location-acquisition	noun	location-acquisition (noun) ||| capital lease
dessiner	verb	se dessiner (verb) ||| to emerge
friandise	noun	friandise (noun) ||| treat
ghettoïsation	noun	ghettoïsation (noun) ||| ghettoisation
perle	noun	perle (noun) ||| pearl
recourir	verb	recourir (verb) ||| to use
chanceux	adj	chanceux (adj) ||| fortunate
délirant	adj	délirant (adj) ||| delirious
agrume	noun	agrume (noun) ||| citrus fruit
tuyauterie	noun	tuyauterie (noun) ||| piping
interventionnisme	noun	interventionnisme (noun) ||| faire
assignable	adj	assignable (adj) ||| imputable
éditorialiste	noun	éditorialiste (noun) ||| editorial writer
fin	noun	fin (noun) ||| end
mixture	noun	mixture (noun) ||| concoction
embrasement	noun	embrasement (noun) ||| flashover
barbouillage	noun	barbouillage (noun) ||| daub
chanvre	noun	chanvre (noun) ||| industrial hemp
prestige	noun	prestige (noun) ||| glamor
figurer	verb	se figurer (verb) ||| to imagine
prise	noun	prise (noun) ||| outlet
poreux	adj	poreux (adj) ||| non-porous
dédain	noun	dédain (noun) ||| disdain
à haut risque	adj phrase	à haut risque (adj) ||| risky
martyre	noun	martyre (noun) ||| martyrdom
verge	noun	verge (noun) ||| yard
jaquette	noun	jaquette (noun) ||| wrapper
logement	noun	logement (noun) ||| accommodation
méandre	noun	méandre (noun) ||| bend
verdure	noun	verdure (noun) ||| greenery
empaqueter	verb	empaqueter (verb) ||| to package
fondamental	adj	fondamental (adj) ||| basic
invalide	adj	invalide (adj) ||| disabled
circonscrire	verb	circonscrire (verb) ||| to circumscribe
devoir	noun	devoir (noun) ||| duty
député	noun	député (noun) ||| members of parliament
accéder	verb	accéder (verb) ||| to access
discriminant	adj	discriminant (adj) ||| discriminant
SOC	noun	SOC (noun) ||| ploughshare
élégant	adj	élégant (adj) ||| stylish
accumulation	noun	accumulation (noun) ||| buildup
conforme	adj	conforme (adj) ||| consistent
maboul	adj	maboul (adj) ||| loco
préférer	verb	préférer (verb) ||| to prefer
sabot	noun	sabot (noun) ||| hoof
drogue	noun	drogue (noun) ||| multidrug
sparadrap	noun	sparadrap (noun) ||| Band-Aid
blanchir	verb	blanchir (verb) ||| to bleach
lunch	noun	lunch (noun) ||| lunch
coïncider	verb	coïncider (verb) ||| to coincide
bricolage	noun	bricolage (noun) ||| tinker
motionnaire	noun	motionnaire (noun) ||| mover of the motion
bec	noun	bec (noun) ||| tooth
s'agglomérer	verb	s'agglomérer (verb) ||| to cluster
dénaturation	noun	dénaturation (noun) ||| denaturation
suggérer	verb	suggérer (verb) ||| to suggest
étioler	verb	étioler (verb) ||| to wither
cause	noun	cause (noun) ||| question
après-crise	noun	après-crise (noun) ||| post-crisis period
déficient	adj	déficient (adj) ||| flawed
monochrome	adj	monochrome (adj) ||| monochrome
acharné	adj	acharné (adj) ||| fierce
duveteux	adj	duveteux (adj) ||| downy
honneur	noun	honneur (noun) ||| credit
combattant	noun	combattant (noun) ||| combatant
insémination	noun	insémination (noun) ||| insemination
intendance	noun	intendance (noun) ||| stewardship
glaciaire	adj	glaciaire (adj) ||| glacial
taie	noun	taie (noun) ||| pillowcase
âne	noun	âne (noun) ||| ass
décroissant	adj	décroissant (adj) ||| decreasing
braguette	noun	braguette (noun) ||| fly
abstraction	noun	abstraction (noun) ||| abstraction
idolâtrer	verb	idolâtrer (verb) ||| to worship
bibande	adj	bibande (adj) ||| dual~band
marbré	adj	marbré (adj) ||| veined
hantavirus	noun	hantavirus (noun) ||| hantaviruses
encombrant	adj	encombrant (adj) ||| bulky
muable	adj	muable (adj) ||| mutable
galère	noun	galère (noun) ||| grinding work
municipal	adj	municipal (adj) ||| civic
gage	noun	gage (noun) ||| guarantee
carrossier	noun	carrossier (noun) ||| body builder
imagé	adj	imagé (adj) ||| metaphorical
mélancolique	adj	mélancolique (adj) ||| melancholic
enfichable	adj	enfichable (adj) ||| pluggable
macroscopique	adj	macroscopique (adj) ||| gross
ronchonner	verb	ronchonner (verb) ||| to grumble
duel	noun	duel (noun) ||| duelling
prosaïque	adj	prosaïque (adj) ||| mundane
orthopédie	noun	orthopédie (noun) ||| orthopaedics
falsificateur	noun	falsificateur (noun) ||| counterfeiter
intensif	noun	intensif (noun) ||| intensifier
limité	adj	limité (adj) ||| finite
buse	noun	buse (noun) ||| buzzard
radeau	noun	radeau (noun) ||| raft
chef	noun	chef (noun) ||| head
conglomération	noun	conglomération (noun) ||| agglomeration
frime	noun	frime (noun) ||| faking
apparat	noun	apparat (noun) ||| pomp
mort	adj	mort (adj) ||| dead
bite	noun	bite (noun) ||| cock
couver	verb	couver (verb) ||| to hatch
fougueux	adj	fougueux (adj) ||| spirited
climatologie	noun	climatologie (noun) ||| climate science
harmonieux	adj	harmonieux (adj) ||| harmonious
